year,make,model,class,eng_size,cylinders,transmission,fuel_type,fuel_consumption_city,fuel_consumption_hwy,fuel_consumption_hwy_city,mpg,co2_emm,co2_rating,smog_rating
2017,infiniti,qx70_awd,suv_small,3.7,6,AS7,Z,14.5,10.8,12.8,22,301,3,6
2017,infiniti,qx80_4wd,suv_standard,5.6,8,AS7,Z,17.4,12.2,15.1,19,355,2,6
2017,jaguar,f_pace_35t,suv_small,3,6,AS8,Z,13.3,10,11.8,24,277,4,8
2017,jaguar,f_type_convertible,two_seater,3,6,AS8,Z,11.9,8.5,10.4,27,242,5,8
2017,jaguar,f_type_convertible,two_seater,3,6,M6,Z,14.9,9.8,12.6,22,296,4,8
2017,jaguar,f_type_coupe,two_seater,3,6,AS8,Z,11.9,8.5,10.4,27,242,5,8
2017,jaguar,f_type_coupe,two_seater,3,6,M6,Z,14.9,9.8,12.6,22,296,4,8
2017,jaguar,f_type_r_convertible_awd,two_seater,5,8,AS8,Z,15.6,10.4,13.3,21,311,3,6
2017,jaguar,f_type_r_coupe_awd,two_seater,5,8,AS6,Z,15.6,10.4,13.3,21,311,3,6
2017,jaguar,f_type_s_convertible,two_seater,3,6,AS8,Z,12.4,8.8,10.8,26,253,5,8
2017,jaguar,f_type_s_convertible,two_seater,3,6,M6,Z,15.3,10,12.9,22,302,3,8
2017,jaguar,f_type_s_convertible_awd,two_seater,3,6,AS8,Z,13,9.2,11.3,25,265,4,8
2017,jaguar,f_type_s_coupe,two_seater,3,6,AS8,Z,12.4,8.8,10.8,26,253,5,8
2017,jaguar,f_type_s_coupe,two_seater,3,6,M6,Z,15.3,10,12.9,22,302,3,8
2017,jaguar,f_type_s_coupe_awd,two_seater,3,6,AS8,Z,13,9.2,11.3,25,265,4,8
2017,jaguar,xe_20d_awd,compact,2,4,AS8,D,7.8,5.8,6.9,41,186,7,5
2017,jaguar,xe_35t_awd,compact,3,6,AS8,Z,11.8,8.2,10.2,28,238,5,8
2017,jaguar,xf_20d_awd,mid_size,2,4,AS8,D,7.8,5.8,6.9,41,186,7,5
2017,jaguar,xf_35t_awd,mid_size,3,6,AS8,Z,12,8.4,10.4,27,243,5,8
2017,jaguar,xj_r_sport_3.0_awd,full_size,3,6,AS8,Z,14,9,11.8,24,276,4,8
2017,jaguar,xjl_portfolio_3.0_awd,full_size,3,6,AS8,Z,14,9.4,11.9,24,280,4,8
2017,jaguar,xjr,full_size,5,8,AS8,Z,15.8,10.3,13.3,21,313,3,6
2017,jaguar,xjr_lwb,full_size,5,8,AS8,Z,15.8,10.3,13.3,21,313,3,6
2017,jeep,cherokee,suv_small,2.4,4,A9,X,11,7.8,9.6,29,225,5,6
2017,jeep,cherokee,suv_small,3.2,6,A9,X,11.4,8.3,10,28,234,5,6
2017,jeep,cherokee_4x4_active_drive_i,suv_small,2.4,4,A9,X,11.3,8.4,10,28,235,5,6
2017,jeep,cherokee_4x4_active_drive_i,suv_small,3.2,6,A9,X,11.6,8.6,10.3,27,241,5,6
2017,jeep,cherokee_4x4_active_drive_ii,suv_small,2.4,4,A9,X,11.4,8.7,10.2,28,240,5,5
2017,jeep,cherokee_4x4_active_drive_ii,suv_small,3.2,6,A9,X,12.8,9,11.1,25,259,4,6
2017,jeep,cherokee_4x4_active_drive_lock,suv_small,2.4,4,A9,X,12.1,9.4,10.9,26,256,5,5
2017,jeep,cherokee_4x4_active_drive_lock,suv_small,3.2,6,A9,X,12.9,9.9,11.6,24,269,4,6
2017,jeep,compass,suv_small,2,4,AV,X,10.8,9,10,28,235,5,6
2017,jeep,compass,suv_small,2,4,M5,X,10.3,7.9,9.3,30,216,6,5
2017,jeep,compass,suv_small,2.4,4,A6,X,11.3,8.7,10.1,28,238,5,6
2017,jeep,compass,suv_small,2.4,4,M5,X,10.2,8.3,9.3,30,219,5,5
2017,jeep,compass_4x4,suv_small,2.4,4,A6,X,11.7,9.2,10.6,27,249,5,6
2017,jeep,compass_4x4,suv_small,2.4,4,AV,X,11.7,10.3,11.1,25,259,4,6
2017,jeep,compass_4x4,suv_small,2.4,4,M5,X,10.6,8.7,9.8,29,230,5,5
2017,jeep,grand_cherokee_4x4,suv_standard,3.6,6,A8,X,12.7,9.6,11.3,25,265,4,6
2017,jeep,grand_cherokee_4x4,suv_standard,5.7,8,A8,X,16.6,10.7,14,20,328,3,6
2017,jeep,grand_cherokee_srt8,suv_standard,6.4,8,A8,Z,18.3,12.6,15.7,18,368,2,5
2017,jeep,new_compass,suv_small,2.4,4,A6,X,10.6,7.6,9.3,30,218,5,6
2017,jeep,new_compass,suv_small,2.4,4,M6,X,10.4,7.3,9,31,211,6,6
2017,jeep,new_compass_4x4,suv_small,2.4,4,A9,X,10.8,7.8,9.5,30,222,5,6
2017,jeep,new_compass_4x4,suv_small,2.4,4,M6,X,10.8,7.6,9.4,30,221,5,6
2017,jeep,patriot,suv_small,2,4,AV,X,10.8,9,10,28,235,5,6
2017,jeep,patriot,suv_small,2,4,M5,X,10.3,7.9,9.3,30,216,6,5
2017,jeep,patriot,suv_small,2.4,4,A6,X,11.3,8.7,10.1,28,238,5,6
2017,jeep,patriot,suv_small,2.4,4,M5,X,10.2,8.3,9.3,30,219,5,5
2017,jeep,patriot_4x4,suv_small,2.4,4,A6,X,11.7,9.2,10.6,27,249,5,6
2017,jeep,patriot_4x4,suv_small,2.4,4,AV,X,11.7,10.3,11.1,25,259,4,6
2017,jeep,patriot_4x4,suv_small,2.4,4,M5,X,10.6,8.7,9.8,29,230,5,5
2017,jeep,renegade,suv_small,1.4,4,M6,X,9.9,7.7,8.9,32,209,6,6
2017,jeep,renegade_ffv,suv_small,2.4,4,A9,X,10.8,7.8,9.5,30,222,5,6
2017,jeep,renegade_ffv,suv_small,2.4,4,A9,E,14.4,10.2,12.5,23,206,6,6
2017,jeep,renegade_4x4,suv_small,1.4,4,M6,X,9.9,7.7,8.9,32,211,6,6
2017,jeep,renegade_4x4,suv_small,2.4,4,A9,X,11.2,8.2,9.8,29,230,5,6
2017,jeep,wrangler_4x4,suv_small,3.6,6,A5,X,14.1,11.1,12.8,22,299,3,6
2017,jeep,wrangler_4x4,suv_small,3.6,6,M6,X,14.2,11,12.8,22,298,4,6
2017,jeep,wrangler_unlimited_4x4,suv_small,3.6,6,A5,X,14.7,11.7,13.4,21,313,3,6
2017,jeep,wrangler_unlimited_4x4,suv_small,3.6,6,M6,X,15,11.4,13.3,21,312,3,6
2017,kia,cadenza,full_size,3.3,6,AS8,X,11.5,8.5,10.2,28,237,5,6
2017,kia,forte_(mpi),mid_size,2,4,AS6,X,7.9,6.3,7.2,39,170,7,7
2017,kia,forte_(gdi),mid_size,2,4,AS6,X,9.4,7,8.3,34,198,6,6
2017,kia,forte,mid_size,2,4,M6,X,9.4,6.8,8.3,34,195,6,7
2017,kia,forte_5,full_size,1.6,4,AM7,X,9.4,7.9,8.7,32,207,6,6
2017,kia,forte_5,full_size,2,4,AS6,X,9.7,7,8.3,34,197,6,6
2017,kia,forte_5,full_size,2,4,M6,X,9.8,7.3,8.7,32,204,6,6
2017,kia,forte_koup,compact,1.6,4,AM7,X,9.6,7.4,8.6,33,204,6,6
2017,kia,forte_koup,compact,1.6,4,M6,X,10.1,8,9.2,31,216,6,6
2017,kia,forte_koup,compact,2,4,AS6,X,9.6,7.3,8.6,33,203,6,6
2017,kia,forte_koup,compact,2,4,M6,X,9.9,7.6,8.8,32,209,6,6
2017,kia,k900,full_size,3.8,6,AS8,X,13.8,9.3,11.8,24,279,4,6
2017,kia,k900,full_size,5,8,AS8,Z,15.6,10.6,13.3,21,317,3,6
2017,kia,niro,station_wagon_small,1.6,4,AM6,X,4.6,5.1,4.8,59,114,10,8
2017,kia,niro_fe,station_wagon_small,1.6,4,AM6,X,4.5,4.8,4.7,60,110,10,8
2017,kia,niro_touring,station_wagon_small,1.6,4,AM6,X,5.1,5.8,5.4,52,129,9,8
2017,kia,optima,full_size,2.4,4,AS6,X,9.6,6.8,8.4,34,198,6,7
2017,kia,optima_fe,full_size,2.4,4,AS6,X,9.3,6.6,8,35,190,7,7
2017,kia,optima_turbo,full_size,2,4,AS6,X,10.9,7.6,9.4,30,224,5,6
2017,kia,optima_hybrid,mid_size,2,4,AS6,X,6,5.1,5.6,50,132,9,6
2017,kia,rio,compact,1.6,4,AS6,X,8.8,6.5,7.8,36,181,7,6
2017,kia,rio,compact,1.6,4,M6,X,8.8,6.6,7.8,36,181,7,6
2017,kia,rondo,station_wagon_mid_size,2,4,AS6,X,9.9,7.6,8.9,32,210,6,7
2017,kia,sedona,minivan,3.3,6,AS6,X,13.2,9.7,11.6,24,275,4,6
2017,kia,sedona_sx,minivan,3.3,6,AS6,X,12.9,9.5,11.4,25,269,4,6
2017,kia,sedona_sxl,minivan,3.3,6,AS6,X,14.1,10.5,12.5,23,296,4,6
2017,kia,sorento,suv_small,2.4,4,AS6,X,11.2,8.3,9.9,29,234,5,7
2017,kia,sorento_awd,suv_small,2,4,AS6,X,12.3,9.4,11,26,259,4,6
2017,kia,sorento_awd,suv_small,2.4,4,AS6,X,11.5,9.3,10.5,27,246,5,7
2017,kia,sorento_awd,suv_small,3.3,6,AS6,X,14,10.1,12.2,23,289,4,6
2017,kia,sorento_awd_fe,suv_small,3.3,6,AS6,X,13.2,9.3,11.4,25,270,4,6
2017,kia,soul,station_wagon_small,1.6,4,AS6,X,9.4,7.8,8.7,32,205,6,6
2017,kia,soul,station_wagon_small,1.6,4,M6,X,9.7,7.8,8.8,32,208,6,6
2017,kia,soul,station_wagon_small,2,4,AS6,X,9.5,7.8,8.7,32,206,6,7
2017,kia,soul_turbo,station_wagon_small,1.6,4,AM7,X,9.1,7.7,8.5,33,199,6,6
2017,kia,sportage,suv_small,2.4,4,AS6,X,10.4,8,9.3,30,220,5,7
2017,kia,sportage_awd,suv_small,2,4,AS6,X,11.9,10.2,11.1,25,263,4,6
2017,kia,sportage_awd,suv_small,2.4,4,AS6,X,11.3,9.5,10.5,27,247,5,7
2017,lamborghini,aventador_coupe,two_seater,6.5,12,AM7,Z,22.2,12.7,17.9,16,428,1,5
2017,lamborghini,aventador_coupe_lp_740,two_seater,6.5,12,AM7,Z,23.9,14.5,19.7,14,461,1,5
2017,lamborghini,aventador_roadster,two_seater,6.5,12,AM7,Z,23,13.5,18.7,15,438,1,5
2017,lamborghini,aventador_roadster_lp_740,two_seater,6.5,12,AM7,Z,23.9,14.5,19.7,14,461,1,5
2017,lamborghini,huracan,two_seater,5.2,10,AM7,Z,16.4,11.4,14.2,20,331,3,5
2017,lamborghini,huracan_spyder,two_seater,5.2,10,AM7,Z,16.9,11.8,14.6,19,340,2,5
2017,land_rover,discovery_sport,suv_small,2,4,AS9,Z,12,9.2,10.7,26,252,5,8
2017,land_rover,range_rover_evoque,suv_small,2,4,AS9,Z,11.3,8,9.8,29,231,5,8
2017,land_rover,range_rover_evoque_convertible,suv_small,2,4,AS9,Z,12,8.5,10.4,27,243,5,8
2017,lexus,ct_200h,compact,1.8,4,AV,X,5.5,5.9,5.7,50,132,9,8
2017,lexus,es_300h,mid_size,2.5,4,AV6,X,5.8,6.1,5.9,48,139,9,8
2017,lexus,es_350,mid_size,3.5,6,AS6,X,11.4,7.7,9.7,29,226,5,6
2017,lexus,gs_350_awd,mid_size,3.5,6,AS6,Z,12.4,9.2,11,26,257,5,7
2017,lexus,gs_450h,mid_size,3.5,6,AV8,Z,8,6.9,7.5,38,176,7,8
2017,lexus,gs_f,compact,5,8,AS8,Z,14.9,9.7,12.5,23,293,4,7
2017,lexus,gx_460,suv_standard,4.6,8,AS6,Z,16,12.9,14.6,19,341,2,6
2017,lexus,is_200t,compact,2,4,AS8,Z,10.6,7.3,9.1,31,214,6,6
2017,lexus,is_300_awd,compact,3.5,6,AS6,Z,12.6,9.2,11,26,258,4,6
2017,lexus,is_350_awd,compact,3.5,6,AS6,Z,12.6,9.2,11,26,258,4,6
2017,lexus,ls_460_awd,mid_size,4.6,8,AS8,Z,15.1,10.3,12.9,22,303,3,6
2017,lexus,ls_460_l_awd,mid_size,4.6,8,AS8,Z,15.1,10.3,12.9,22,303,3,6
2017,lexus,lx_570,suv_standard,5.7,8,AS8,Z,18.2,13,15.8,18,372,2,5
2017,lexus,nx_200t_awd,suv_small,2,4,AS6,Z,10.7,8.5,9.7,29,226,5,6
2017,lexus,nx_200t_awd_f_sport,suv_small,2,4,AS6,Z,10.8,8.9,9.9,29,232,5,6
2017,lexus,nx_300h_awd,suv_small,2.5,4,AV6,X,7.2,7.9,7.5,38,176,7,8
2017,lexus,rc_300_awd,subcompact,3.5,6,AS6,Z,12.6,9.2,11,26,258,4,6
2017,lexus,rc_350_awd,subcompact,3.5,6,AS6,Z,12.6,9.2,11,26,258,4,6
2017,lexus,rc_f,subcompact,5,8,AS8,Z,15.2,9.5,12.6,22,289,4,7
2017,lexus,rx_350_awd,suv_small,3.5,6,AS8,X,12.2,9,10.8,26,252,5,7
2017,lexus,rx_450h_awd,suv_standard,3.5,6,AV6,Z,7.5,8.4,7.9,36,185,7,8
2017,lincoln,continental_awd,full_size,2.7,6,AS6,X,14,9.5,12,24,281,4,7
2017,lincoln,continental_awd,full_size,3,6,AS6,X,14.4,9.7,12.3,23,288,4,7
2017,lincoln,continental_awd,full_size,3.7,6,AS6,X,14.3,9.7,12.2,23,287,4,6
2017,lincoln,mkc_awd,suv_small,2,4,AS6,X,12.3,9.3,10.9,26,256,5,7
2017,lincoln,mkc_awd_(start/stop),suv_small,2,4,AS6,X,12.1,9.3,10.8,26,254,5,7
2017,lincoln,mkc_awd,suv_small,2.3,4,AS6,X,13.1,9.4,11.4,25,268,4,6
2017,lincoln,mkt_awd,suv_standard,3.5,6,AS6,X,15.7,11.2,13.7,21,321,3,6
2017,lincoln,mkt_livery_awd,special_purpose_vehicle,3.7,6,A6,X,14.7,10.2,12.7,22,298,4,6
2017,lincoln,mkx_awd,suv_small,2.7,6,AS6,X,14.1,9.8,12.1,23,284,4,7
2017,lincoln,mkx_awd,suv_small,3.7,6,AS6,X,14.4,10.3,12.5,23,293,4,6
2017,lincoln,mkz,mid_size,2,4,AS6,X,11.2,7.6,9.8,29,230,5,7
2017,lincoln,mkz,mid_size,3,6,AS6,X,13.4,8.7,11.2,25,264,4,7
2017,lincoln,mkz_awd,mid_size,2,4,AS6,X,11.8,8.4,10.2,28,239,5,7
2017,lincoln,mkz_awd,mid_size,3,6,AS6,X,14,9.2,11.8,24,278,4,7
2017,lincoln,mkz_hybrid,mid_size,2,4,AV,X,5.7,6.2,5.9,48,139,9,8
2017,lincoln,navigator_4x4,suv_standard,3.5,6,AS6,X,15.9,12,14.2,20,333,3,5
2017,lincoln,navigator_l_4x4,suv_standard,3.5,6,AS6,X,16.1,12.4,14.5,19,339,2,5
2017,maserati,ghibli,mid_size,3,6,AS8,Z,14.1,9.8,12.4,23,286,4,5
2017,maserati,ghibli_s,mid_size,3,6,AS8,Z,14.7,10,12.4,23,293,4,5
2017,maserati,ghibli_sq4,mid_size,3,6,AS8,Z,14.7,9.9,12.6,22,295,4,5
2017,maserati,granturismo,subcompact,4.7,8,AS6,Z,18.2,11.4,15.1,19,355,2,5
2017,maserati,granturismo_convertible,subcompact,4.7,8,AS6,Z,18.2,11.6,15.2,19,358,2,5
2017,maserati,levante,suv_standard,3,6,AS8,Z,16.8,11.9,14.7,19,340,2,5
2017,maserati,levante_s,suv_standard,3,6,AS8,Z,16.8,12.4,14.7,19,346,2,5
2017,maserati,quattroporte_gts,full_size,3.8,8,AS8,Z,16.1,10.8,13.8,20,321,3,5
2017,maserati,quattroporte_s,full_size,3,6,AS8,Z,14.9,10.3,13.1,22,300,3,5
2017,maserati,quattroporte_sq4,full_size,3,6,AS8,Z,15,10.3,13.1,22,301,3,5
2017,mazda,cx_3,compact,2,4,AS6,X,8.2,6.9,7.6,37,179,7,6
2017,mazda,cx_3_4wd,compact,2,4,AS6,X,8.8,7.5,8.2,34,192,7,6
2017,mazda,cx_5,suv_small,2,4,M6,X,9.4,7.4,8.5,33,199,6,6
2017,mazda,cx_5,suv_small,2.5,4,AS6,X,9.8,7.7,8.6,33,204,6,6
2017,mazda,cx_5_4wd,suv_small,2.5,4,AS6,X,10.2,8.3,9.2,31,221,5,6
2017,mazda,cx_9,suv_small,2.5,4,AS6,X,10.6,8.4,9.6,29,225,5,6
2017,mazda,cx_9_4wd,suv_small,2.5,4,AS6,X,11.5,8.9,10.4,27,242,5,6
2017,mazda,mazda3_4_door,compact,2,4,AS6,X,8.4,6.4,7.5,38,176,7,8
2017,mazda,mazda3_4_door,compact,2,4,M6,X,8.5,6.2,7.5,38,175,7,8
2017,mazda,mazda3_4_door_(sil),compact,2,4,M6,X,8.5,6.2,7.5,38,175,7,8
2017,mazda,mazda3_4_door,compact,2.5,4,AS6,X,8.8,6.6,7.8,36,182,7,8
2017,mazda,mazda3_4_door_(i_eloop),compact,2.5,4,AS6,X,8.5,6.4,7.6,37,176,7,8
2017,mazda,mazda3_4_door_(sil),compact,2.5,4,M6,X,9.3,6.9,8.2,34,194,7,6
2017,mazda,mazda3_5_door,mid_size,2,4,AS6,X,8.4,6.4,7.5,38,174,7,8
2017,mazda,mazda3_5_door_(sil),mid_size,2,4,M6,X,8.6,6.4,7.6,37,178,7,8
2017,mazda,mazda3_5_door,mid_size,2.5,4,AS6,X,9,6.7,7.8,36,183,7,8
2017,mazda,mazda3_5_door_(i_eloop),mid_size,2.5,4,AS6,X,8.7,6.6,7.8,36,181,7,8
2017,mazda,mazda3_5_door_(sil),mid_size,2.5,4,M6,X,9.6,7,8.4,34,198,6,6
2017,mazda,mazda5,minivan,2.5,4,AS5,X,10.8,8.2,9.6,29,226,5,6
2017,mazda,mazda5,minivan,2.5,4,M6,X,11.1,8.3,9.8,29,230,5,6
2017,mazda,mazda6,mid_size,2.5,4,AS6,X,9.1,6.7,8,35,187,7,8
2017,mazda,mazda6_(i_eloop),mid_size,2.5,4,AS6,X,8.9,6.7,7.9,36,186,7,8
2017,mazda,mazda6_(sil),mid_size,2.5,4,M6,X,9.8,6.9,8.4,34,196,6,8
2017,mazda,mx_5,two_seater,2,4,AS6,Z,9,6.7,8,35,187,7,6
2017,mazda,mx_5_(sil),two_seater,2,4,M6,Z,8.9,7.1,8.1,35,190,7,6
2017,mercedes_benz,amg_c_63,compact,4,8,AS7,Z,13.4,9.6,11.7,24,273,4,5
2017,mercedes_benz,amg_c_63_cabriolet,subcompact,4,8,AS7,Z,14,10.1,12.2,23,291,4,5
2017,mercedes_benz,amg_c_63_coupe,subcompact,4,8,AS7,Z,13.8,10.1,12.1,23,285,4,5
2017,mercedes_benz,amg_c_63_s,compact,4,8,AS7,Z,13.4,9.6,11.7,24,273,4,5
2017,mercedes_benz,amg_c_63_s_cabriolet,subcompact,4,8,AS7,Z,14,10.1,12.2,23,291,4,5
2017,mercedes_benz,amg_c_63_s_coupe,subcompact,4,8,AS7,Z,13.8,10.1,12.1,23,285,4,5
2017,mercedes_benz,amg_cla_45,compact,2,4,AS7,Z,10.7,7.6,9.3,30,221,5,5
2017,mercedes_benz,amg_cls_63_s_4matic,compact,5.5,8,AS7,Z,15.1,10.8,13.1,22,308,3,5
2017,mercedes_benz,amg_g_63,suv_standard,5.5,8,AS7,Z,20,16.6,18.5,15,413,1,5
2017,mercedes_benz,amg_g_65,suv_standard,6,12,AS7,Z,22.2,18,20.3,14,467,1,5
2017,mercedes_benz,amg_gla_45_4matic,suv_small,2,4,AS7,Z,11.3,8.5,10,28,233,5,5
2017,mercedes_benz,amg_glc_43_4matic_coupe,suv_small,3,6,A9,Z,17.4,11.1,14.6,19,353,2,5
2017,mercedes_benz,amg_gle_43_4matic,suv_standard,3,6,A9,Z,13.6,10.1,12,24,281,4,5
2017,mercedes_benz,amg_gle_43_4matic_coupe,suv_standard,3,6,A9,Z,13.6,10.2,12,24,281,4,5
2017,mercedes_benz,amg_gle_63_s_4matic,suv_standard,5.5,8,AS7,Z,17.3,13.5,15.6,18,363,2,5
2017,mercedes_benz,amg_gle_63_s_4matic_coupe,suv_standard,5.5,8,AS7,Z,17.2,12.8,15.2,19,363,2,5
2017,mercedes_benz,amg_gls_63,suv_standard,5.5,8,AS7,Z,18.2,14,16.3,17,369,2,5
2017,mercedes_benz,amg_gt_coupe,two_seater,4,8,AS7,Z,14.5,10.8,12.8,22,303,3,5
2017,mercedes_benz,amg_gt_s_coupe,two_seater,4,8,AS7,Z,14.5,10.8,12.8,22,303,3,5
2017,mercedes_benz,amg_s_63_4matic,full_size,5.5,8,AS7,Z,15.7,10.1,13.2,21,313,3,5
2017,mercedes_benz,amg_s_63_cabriolet,compact,5.5,8,AS7,Z,16.4,10.6,13.8,20,322,3,5
2017,mercedes_benz,amg_s_63_coupe,compact,5.5,8,AS7,Z,15.3,10.2,13,22,305,3,5
2017,mercedes_benz,amg_s_65,full_size,6,12,AS7,Z,17.6,10.9,14.6,19,349,2,5
2017,mercedes_benz,amg_s_65_cabriolet,compact,6,12,AS7,Z,17.1,11,14.3,20,348,2,5
2017,mercedes_benz,amg_s_65_coupe,compact,6,12,AS7,Z,18.7,11.6,15.5,18,365,2,5
2017,mercedes_benz,amg_sl_63,two_seater,5.5,8,AS7,Z,14.7,9.5,12.4,23,298,4,5
2017,mercedes_benz,amg_sl_65,two_seater,6,12,AS7,Z,17.6,10.8,14.5,19,340,2,5
2017,mercedes_benz,amg_slc_43,two_seater,3,6,A9,Z,11.6,8.2,10.1,28,234,5,5
2017,mercedes_benz,b_250,mid_size,2,4,AS7,Z,9.7,6.6,8.3,34,179,7,5
2017,mercedes_benz,c_300_4matic,compact,2,4,AS7,Z,10.1,7.8,9,31,212,6,5
2017,mercedes_benz,c_300_4matic_cabriolet,subcompact,2,4,A9,Z,10.8,8,9.5,30,222,5,5
2017,mercedes_benz,c_300_4matic_coupe,subcompact,2,4,AS7,Z,10.4,8,9.3,30,218,5,5
2017,mercedes_benz,cla_250,compact,2,4,AS7,Z,9.6,6.4,8.1,35,190,7,5
2017,mercedes_benz,cls_550_4matic,compact,4.7,8,A9,Z,13.6,9.4,11.7,24,275,4,5
2017,mercedes_benz,e_300_4matic,mid_size,2,4,A9,Z,10.8,8.1,9.5,30,246,5,5
2017,mercedes_benz,e_400_4matic,mid_size,3,6,A9,Z,11.8,8.6,10.4,27,245,5,5
2017,mercedes_benz,e_400_4matic_wagon,station_wagon_mid_size,3,6,A9,Z,12.4,9.3,11,26,259,4,5
2017,mercedes_benz,e_400_cabriolet,subcompact,3,6,AS7,Z,11.5,8.1,10,28,233,5,5
2017,mercedes_benz,e_400_coupe,subcompact,3,6,AS7,Z,11.8,8.4,10.2,28,239,5,5
